name_1,name_2,prediction,token_set_ratio,label,error
cerro el colorado,cerro del colorado,0.9847759,0.97,1.0,False
farayo de aubarca,el farayo de aubarca,0.9996208,1.0,1.0,False
macaguey,macaguey,0.8685689,1.0,1.0,False
suchilapan del rio,tortuguero,0.0028727506,0.21,0.0,False
la aguita,la agueita,0.8961179,0.95,1.0,False
barranca san andres,san andres,0.893699,1.0,1.0,False
san juan de los platanos,san juan de los platanos,0.99637514,1.0,1.0,False
cano guanaparo,cano guaripito,0.027883353,0.71,0.0,False
menorca airport,moron kong jun ji de,0.071986884,0.23,0.0,False
aeropuerto internacional quetzalcoatl,aeroport international de quetzalcoatl,0.9979494,0.88,1.0,False
punta de la podadera,caserio de bocacivera,6.13464e-05,0.44,0.0,False
curuzu cuatia,kwrwsw kwatya,0.009816304,0.38,0.0,False
25 de mayo,almacen veinticinco de mayo,0.38307005,0.82,0.0,False
laguna marites,laguna de las maritas,0.9935433,0.74,1.0,False
tinaquillo,rio tanapuey,0.01335163,0.36,0.0,False
ciudad miguel alaman,ciudad aleman,0.5982747,0.73,1.0,False
tres marias,tres marias,0.8428728,1.0,1.0,False
tara,el tarais,0.48542863,0.62,1.0,True
rio baldriz,baldornon,0.0015147114,0.6,0.0,False
cerro el tepustete,el tepustete,0.8455901,1.0,0.0,True
brazo del este,bucht von cadiz,0.018639037,0.28,0.0,False
la raya primera seccion,segunda seccion,0.035312034,0.64,0.0,False
priandi,santo tomas,0.5709015,0.22,1.0,False
estancia viuda echeverria,estancia viuda echeverria,0.9882533,1.0,1.0,False
preson de gutierrez,gupitare,0.040922984,0.37,0.0,False
rio ierte,rio gerte,0.995918,0.89,1.0,False
barranca la monica,la monica,0.99688244,1.0,1.0,False
salto de salados,el salto,0.24485978,0.77,1.0,True
departamento de lujan,lujan de cuyo department,0.9988424,0.84,1.0,False
rancho el sarro,sarro,0.9597545,1.0,1.0,False
rio del mayor,rio mayor solano,0.6178535,0.82,1.0,False
estacion de illora lachar,barriada estacion de illora,0.89040166,0.84,1.0,False
caserio el frage,el ferriol,0.0041416236,0.54,0.0,False
garabato,polvillas,0.028123394,0.12,0.0,False
la cienega,cienega,0.6562652,1.0,0.0,True
lachirioag,san cristobal las casas,0.042994224,0.18,0.0,False
traru lauquen,laguna el capon,0.0004997789,0.36,0.0,False
santa ines y jantas,santa ines,0.37081587,1.0,1.0,True
potrerito los castillo,calles,0.09297998,0.36,0.0,False
ursula galvan,jose maria morelos y pavon,0.026235206,0.26,0.0,False
tablon,el tablon,0.95119315,1.0,0.0,True
nativitas,santa maria nativitas,0.3507261,1.0,1.0,True
kastelyar del riu,kastyt ay la grnal,0.099247046,0.46,0.0,False
santa maria tindu,santa maria tiltepec,0.024800375,0.79,0.0,False
caruayquen,rio caruay,0.002479018,0.6,0.0,False
sinacahua,sihe,0.1535539,0.46,0.0,False
fuentes de coyle,fuentes del coig,0.66697377,0.81,1.0,False
juarez leyes de reforma,juarez leyes de reforma,0.9821816,1.0,1.0,False
la concepcion nueva,concepcion del valle,0.04754664,0.77,0.0,False
rio senguerr,rio segundo department,0.13659546,0.47,0.0,False
la ventana josefa ortiz de dominguez,la ventana,0.4077935,1.0,1.0,True
mesa san antonio,mesa de la reyna,0.54586774,0.5,1.0,False
ondategui,onati,0.004300074,0.71,0.0,False
cienega grande,cienega grande,0.48752618,1.0,1.0,True
campo 8,gamego,0.019907748,0.46,0.0,False
el rescante,el rescate,0.9199506,0.95,1.0,False
san jose,ejido nacionalista de sanchez taboada,0.030280551,0.31,0.0,False
punta huches,punta hughes,0.96836567,0.92,1.0,False
can bros,caserio can bargallo,0.00035204506,0.57,0.0,False
las manepitas,flores magon,0.018485071,0.48,0.0,False
rincon del arco,rincon de guadalupe,0.041307695,0.59,0.0,False
pinera de abajo,pineda de mar,0.39582738,0.71,0.0,False
canon el novillo,canon las mangas,0.042231187,0.56,0.0,False
rancho de perez,numero tres,0.093567505,0.23,0.0,False
laguna de mora,laguna de los moras,0.99718505,0.85,1.0,False
los igualamos,huisaches,0.024527412,0.27,0.0,False
caserio la matanza,caserio la mata de bolaimi,0.00021196803,0.71,0.0,False
rio fenix,pericola,0.019857634,0.47,0.0,False
cilloruelo,caserio cilloruelo,0.99373025,1.0,1.0,False
cabo machichaco,santa maria,0.48116884,0.31,0.0,False
caserio el negralejo,almwlar,0.00056808244,0.15,0.0,False
puerto piramide,porth madryn,0.084480084,0.37,0.0,False
alen,iturrigorri,0.2887268,0.0,0.0,False
quebrada gorrin,cano garzon,0.036737382,0.23,0.0,False
cala de erese,bahia erece,0.9379474,0.58,1.0,False
juan vich,cortijo juan gomez,0.0030328024,0.62,0.0,False
guacayvo,buacariachic,0.041970503,0.4,0.0,False
ruehda,san juan de rubios,0.029867323,0.25,0.0,False
pielegas,piedra valida,0.18556821,0.48,0.0,False
concepcion,departamento de concepcion,0.8238317,1.0,1.0,False
los arboles de villegas,los arboles,0.084147155,1.0,1.0,True
concepcion de buenos aires,concepcion de buenos aires,0.98180574,1.0,1.0,False
cerro el cajon,el tepozan,0.014574742,0.42,0.0,False
chos malal airport,quilmes airport,0.07156854,0.64,0.0,False
mision de abajo,la mision,0.57282966,0.8,0.0,True
san bartolo,san bartolome,0.44377795,0.92,1.0,True
san antonio camara,buenavista,0.07794605,0.21,0.0,False
rincon cucharo,el rincon de cucharatepec,0.6674718,0.67,1.0,False
diaz marcos,el bari segunda seccion,0.17195074,0.29,0.0,False
san pedro,ciudad de atlixco,0.32712418,0.23,0.0,False
cueramo,el cueramo,0.94204414,1.0,1.0,False
santa sofia,colonia santa rosa,0.050264053,0.62,0.0,False
santa maria,berrosteguieta,0.005176023,0.32,0.0,False
rio tirarigua,rio tirgua,0.99919546,0.87,1.0,False
guastitan,gaskiel,0.0018903977,0.5,0.0,False
rincon de las flores,el progreso capitan vidrio,0.15737034,0.43,0.0,False
corte,kortasar,0.31477013,0.46,0.0,False
concepcion,la concepcion,0.6817361,1.0,1.0,False
paso espindola,sola,0.0121383965,0.44,0.0,False
vsa,villa gustavo a madero,0.61671144,0.16,0.0,True
santa rosalia,santa rosalia,0.7282645,1.0,1.0,False
villamartin de sotoscueva,villamartin,0.7766689,1.0,1.0,False
itourzaetaco iepoa,larrabezua,0.08635762,0.14,0.0,False
chichen itza,chichen ica,0.37850386,0.87,1.0,True
ajuchitlan,axuchitlan,0.971795,0.9,1.0,False
rio santiago,santiago,0.9997205,1.0,1.0,False
zona arqueologica comacalco,san lorenzo,0.27063304,0.26,0.0,False
arroyo grande,rio grande,0.71478873,0.78,1.0,False
collon cura,paso coliqueo norte,0.013720081,0.47,0.0,False
arroyo ariseachic,arroyo arisiachic,0.9409712,0.94,1.0,False
lora del rio,caserio la pena,0.044780046,0.3,0.0,False
canon de las vacas,las truchas,0.007786671,0.48,0.0,False
caserio la cebollona,caserio la cebollona,0.9140224,1.0,1.0,False
cerro el escorpion,cerro el escorpion,0.99608034,1.0,1.0,False
peninsula de araya,araya peninsula,0.9992793,1.0,1.0,False
santa ines,santa maria traspontina,0.0068858806,0.67,0.0,False
oxkintoc,zona arqueologica oxkintok,0.91153175,0.41,1.0,False
tizimin airport,aeropuerto nacional cupul,0.97041255,0.4,1.0,False
los llanos de temalhuacan,temalhuacan,0.738343,1.0,1.0,False
campo numero tres,rio los mochos,0.0008540945,0.32,0.0,False
rio san pablo,san nicolas temextla,0.017492495,0.38,0.0,False
laguna de huapango,huntuchac,4.1186477e-06,0.22,0.0,False
caserio las canales,las canales,0.9551658,1.0,0.0,True
arroyo garuhape,arroyo caruhape,0.99997556,0.93,1.0,False
los guires,los guires,0.90424377,1.0,1.0,False
playa las pomarrosas,agua fria,0.0072306483,0.28,0.0,False
los graneros de abajo,caserio los granadicos,0.030642586,0.6,0.0,False
rio erevato,cano enlaponado,0.0090124365,0.31,0.0,False
san agustin de guerrero,guemes,0.04198116,0.34,0.0,False
chichicastle,chichicaxtle,0.7453581,0.92,0.0,True
platges de fornells,aeroport de huesca pirineos,0.02613313,0.35,0.0,False
rio ruman,rio ruende,0.61511546,0.74,0.0,True
la barranca,san francisco de la barranca,0.9913655,1.0,1.0,False
santa lucia,departamento de santa lucia,0.6497939,1.0,1.0,False
cerro aneque,departamento de anelo,0.010144106,0.48,0.0,False
distrito retiro,retiro distritu,0.964617,0.93,1.0,False
ejido san jose de la paila,san jose,0.27743086,1.0,1.0,True
punta popuy,punta papuy,0.95042133,0.91,1.0,False
cabreras,casas de cabreras,0.98920554,1.0,1.0,False
atzacan,atoyateinpan,0.005008048,0.53,0.0,False
la pena azul,barranca la pena azul,0.9968257,1.0,1.0,False
arroyo vaqueria,vaqueria,0.96725076,1.0,1.0,False
capilla san jose,san jose,0.76698345,1.0,0.0,True
troya abandoned,rancho troya,0.4530996,0.67,1.0,True
el alamo,alamo,0.46453884,1.0,1.0,True
los lopez,el chicochi,9.534461e-05,0.1,0.0,False
santo domingo nejapa,santo domingo,0.8024809,1.0,1.0,False
rancho higueras,las higueras,0.9668525,0.8,0.0,True
estacion de santo estebo,san estevo do sil,0.65195954,0.59,1.0,False
chocolistagua,rancho choco listahua,0.97171175,0.71,1.0,False
rio faricheta,isla fondeado,0.0116148,0.31,0.0,False
pichucalco,pilbuch,0.03925269,0.47,0.0,False
tixhualatun,tixualahtun,0.9884492,0.91,1.0,False
cuadrilla el molino,el molino,0.89939076,1.0,1.0,False
rincon de baruno,cano rincon,0.19505332,0.74,0.0,False
el polko,taraises,0.29630756,0.12,0.0,False
asuncion,nochistlan,0.45059833,0.22,1.0,True
tinterito,rio tigre,0.004204054,0.33,0.0,False
rio la bola,los jabalies,0.011734206,0.43,0.0,False
las lomas,los martinez,0.2891605,0.48,0.0,False
anahuac,palo blanco,0.7345878,0.33,1.0,False
montant,montan,0.7054333,0.92,1.0,False
caserio el molinillo,caserio molinillo,0.94566983,1.0,0.0,True
cerro chapulin,el chapulin,0.80121017,0.84,1.0,False
caserio pantano de puentes,pantano de puentes,0.9991225,1.0,1.0,False
ixtacamaxtitlan,delegacion de ixtacalco,0.011382419,0.37,0.0,False
ejido tascate,el tascate,0.97645724,0.82,1.0,False
boreguchi,huicorachi,0.26791865,0.53,0.0,False
jose tadeo monagas international airport,cano matiribini,0.013026559,0.25,0.0,False
monte del pardo,monte de el pardo,0.99015963,0.94,1.0,False
bilar elvillar,bilar,0.9324941,1.0,1.0,False
canadon de los candeleros,canadon de los candeleros,0.9958219,1.0,1.0,False
el tomaseno,tomaseno,0.99171203,1.0,1.0,False
cortijada de marin,cortijada cantarrijan,0.069749296,0.72,0.0,False
teotitlan del valle,rio teotitlan,0.26190883,0.82,0.0,False
rio el alamo,rancho del alamo,0.30863538,0.79,0.0,False
santa cruz de la palma,caserio santa clara,0.025125977,0.59,0.0,False
rio san andres riecito,rio samariapo,0.0041288477,0.46,0.0,False
rancho guillen,rancho velasco,0.028434215,0.6,0.0,False
paramo la zorra,paramo zorra,0.98921424,1.0,1.0,False
abasto de buenos aires,villa adelina,0.1316615,0.17,0.0,False
la garrocha,garrocha,0.99756163,1.0,1.0,False
brbshtr,barbarias,0.13217753,0.5,0.0,False
santiago alseseca,santiago,0.9858056,1.0,1.0,False
san pedro izhuatepec,ixtlahuaca,0.05906928,0.4,0.0,False
virulento,rancho virolento,0.18950187,0.64,1.0,True
cordon los pelillos,cordon los pelillos,0.9965769,1.0,1.0,False
tlapancingo,tlanipatlan,0.022836778,0.55,0.0,False
caserio las moreras,las montanas,0.00077864307,0.4,0.0,False
laguna panlao,cerro pando,0.004902646,0.42,0.0,False
rio miguija,rio miquija,0.9852231,0.91,1.0,False
manamo river,cano manade jadu,0.37186927,0.36,0.0,False
pradollano,vigo guixar,0.00840197,0.19,0.0,False
san julian,san julian de muskiz,0.004489859,1.0,0.0,False
mwntyfryw,meng te fu li ao,0.99195874,0.24,1.0,False
cuachiti,club de pesca,0.024793226,0.29,0.0,False
rancho los garcia,guicia,0.40646616,0.35,1.0,True
la mision,san jose,0.3355975,0.24,0.0,False
vado de piedra,tapataro,0.12987773,0.27,0.0,False
municipio autonomo rio negro,municipio rio negro,0.9971611,1.0,1.0,False
casa de piedra,la casa de piedra,0.98611563,1.0,1.0,False
soncoabital,soncubital,0.9959252,0.86,1.0,False
punta arena de la ventana,punta arena de la vantana,0.99148,0.96,1.0,False
cabo san lucas,cape saint lucas,0.6676875,0.8,1.0,False
loma de los altaires,altar,0.07317176,0.4,0.0,False
cortijada moraton,caserio de moratalla,0.0012981137,0.49,0.0,False
departamento de corpen aike,corpen aiken,0.982254,0.67,1.0,False
illurgieta,ensenada de illurguita,0.9950685,0.56,1.0,False
san feliu de codinas,san feliu de codinas,0.9925082,1.0,1.0,False
colonia lazaro cardenas,colonia lazaro cardenas,0.96356624,1.0,1.0,False
ejido nacionalista de sanchez taboada,nacionalista,0.98395425,1.0,1.0,False
arroyo el mezquite,arroyo mezquite,0.9575855,1.0,1.0,False
canada el carrizo,rancho el carrizo,0.20258129,0.76,0.0,False
juan antonio dominguez,arroyo leandro,0.218719,0.17,0.0,False
rio del oro,tamazulapam del progreso,0.0012624904,0.43,0.0,False
hornachos,caserio horna alta,0.004106053,0.37,0.0,False
balneario la boca,los alamos,0.037322193,0.44,0.0,False
caserio la zarza,caserio la zarza,0.9310846,1.0,1.0,False
vensillo,el torrico,0.052185435,0.33,0.0,False
bordo bajio calerilla,bajio calerilla,0.99456096,1.0,1.0,False
pastle,patroneno,0.026119865,0.53,0.0,False
barranca majaguita,majaguita,0.9409771,1.0,1.0,False
tronceda,arroyo de la ciguinuela,0.01211153,0.39,0.0,False
barranca las animas,barranca las animas,0.88786316,1.0,1.0,False
puerta del datil,puerta del datil,0.98998076,1.0,1.0,False
rio batragan,rio batragan,0.9978774,1.0,1.0,False
cuellar,dehesa cuellar,0.90875244,1.0,1.0,False
caserio fuente de la corcha,caserio fuente de la casa,0.3910539,0.89,0.0,False
cerro jesus,cerro jesus,0.9931772,1.0,1.0,False
el cocano,coacoyulito,0.007372488,0.5,0.0,False
p elizalde,elizalde,0.986083,1.0,1.0,False
estero mocovi,estero norte,0.94285977,0.67,1.0,False
mina santa elena,cerro de minaca,0.16415444,0.52,0.0,False
montana roja,caserio robledillo,0.0010245978,0.27,0.0,False
canada de madero hidalgo,acoculco,0.008794691,0.19,0.0,False
viguera,bi ge la,0.5783922,0.53,1.0,False
rio aibalar,rio quesera,0.85938597,0.45,1.0,False
charco pantoja,los charcos,0.08080327,0.64,0.0,False
rio san jose,quebrada san jose,0.59513676,0.8,0.0,True
san nicolas,cerro san nicolas,0.40183687,1.0,1.0,True
agustin roca,isla de a real,0.10882931,0.38,0.0,False
el gavilan,el leon,0.29155025,0.59,0.0,False
mesa de la cienaga,rancheria mategorare,0.15894556,0.37,0.0,False
basin of guanajuato,bajio,0.6402749,0.33,1.0,False
ferroy,la ferreira,0.43329486,0.47,0.0,False
caserio san pedro,san pedro,0.91244864,1.0,0.0,True
rio de calete,rio de la quebrada de calete,0.99975204,1.0,1.0,False
rio cue,rio guayuta,0.015653769,0.6,0.0,False
progreso numero dos,ignacio ramirez numero dos,0.0718664,0.69,0.0,False
sierra garcia,cebadilla primera seccion,0.0031705182,0.37,0.0,False
canada de corral,canada de chavez,0.0883272,0.75,0.0,False
cerro pabellon coronado,cerro coronado,0.41474098,1.0,1.0,True
san mames,ranedo,0.41095036,0.27,0.0,False
embarcadero kilometro 213,apeadero kilometro 146 6,0.0058651078,0.73,0.0,False
estacion casey,caserio,0.03358511,0.57,0.0,False
santo tomas platanos,nuevo santo tomas,0.15182188,0.79,1.0,True
el limoncito,el limon,0.56691444,0.8,1.0,False
canon de guadalupe,la herradura,0.5132168,0.33,0.0,True
el rincon,rincon,0.59297675,1.0,0.0,True
bella vista,buena vista,0.80062497,0.82,1.0,False
caserio los navarros,los murtales,0.00019445496,0.4,0.0,False
laguna del sarten,estero el sabalo,0.0050042546,0.36,0.0,False
cienaga,la cienega,0.6333758,0.71,0.0,True
rancho tule,tule,0.8403506,1.0,1.0,False
sauz bendito,el sauz bendito,0.99823976,1.0,1.0,False
caserios los carrizos,caserio los carrizales,0.00027410322,0.88,0.0,False
hacienda humboldt,ejido julimes,0.61403835,0.13,1.0,False
rio urugua i,arroyo marambas,0.7300253,0.37,1.0,False
san francisco,el rosario,0.25197253,0.35,0.0,False
perales de tajuna,perales de milla,0.1454698,0.77,0.0,False
pontecesures,puentecesures,0.9948721,0.88,1.0,False
guitarilla,la guitarrilla,0.9687279,0.83,1.0,False
rio oritupano,rio oritupana,0.99849695,0.92,1.0,False
cenarruza,cemborain,0.13296117,0.33,0.0,False
caserio azaraque,azapanes,1.7716522e-05,0.5,0.0,False
cerro yucunima,yucunima,0.9651527,1.0,1.0,False
corral de la bodega,caserio corral de la bodega,0.99197125,1.0,1.0,False
caserio almayate alto,almayate alto,0.9978598,1.0,1.0,False
espinal,cerro espinal,0.9066673,1.0,0.0,True
la canada,rio la canada,0.88337505,1.0,1.0,False
caserio fuente santa,canada de fuente santa,0.99293816,0.76,1.0,False
revolucion mexicana,buenavista,0.083961874,0.34,0.0,False
canon del alamo,alamo,0.28917757,1.0,0.0,False
ceibita,primera seccion,0.51360744,0.18,1.0,False
chillaron de cuenca,rio piezga,0.005414958,0.28,0.0,False
rio venamu,cano jacao,0.1498371,0.3,0.0,False
el rincon,rincon,0.59297675,1.0,1.0,False
bykar,abyla,0.0030321954,0.6,0.0,False
rio la enramada,rio la cienega,0.16916054,0.69,0.0,False
chichicastle,chichibobuajui,0.014986925,0.54,0.0,False
caserio casas de la pena,casas de la pena,0.9969242,1.0,1.0,False
cerro culampaja,cerro gulampaja,0.97516114,0.93,1.0,False
itau river,italo,0.4742057,0.4,0.0,False
isla macuru,isla macuru,0.99999946,1.0,1.0,False
xombec,xcombec,0.99994284,0.92,1.0,False
polvora,la polvora,0.95851284,1.0,1.0,False
rio mirimire,cano cantarrana,0.019397633,0.15,0.0,False
laguna de duero,a gudina,0.0031084248,0.43,0.0,False
aeroport international de chetumal,mmcm,0.7057216,0.11,1.0,False
laguna la aguacate,laguna el aguacate,0.99380654,0.94,1.0,False
taxtho,tatho,0.7017764,0.91,1.0,False
barranca telpuchac,telpuchac,0.99270743,1.0,1.0,False
canal alamo,canal alamo,0.67407566,1.0,1.0,False
valle de nereco,neneo ruca,0.1446643,0.48,0.0,False
rancho los gonzales,los gonzalez,0.97874063,0.71,1.0,False
pena,la constitucion,0.23218241,0.21,0.0,False
cerro piramide,cerro atukoyak,0.4313884,0.53,1.0,True
sola de reyes,reyes,0.5632516,1.0,0.0,True
petapa,santa maria petapa,0.9130121,1.0,1.0,False
froyan,froyan,0.75594234,1.0,0.0,True
cea,cazas,0.38706088,0.5,0.0,False
carbonero,carbonera,0.96489,0.89,1.0,False
sazq,sazr,0.4991442,0.75,0.0,False
santiago,sabinillo numi,0.013144063,0.45,0.0,False
rincon guadalupe,rincon guadalupe,0.6619145,1.0,0.0,True
balcon,bailadores,0.015481537,0.5,0.0,False
playa del castro,praia da lagoa,0.7925405,0.4,1.0,False
el melon,el melon,0.93734175,1.0,1.0,False
santa catarina,santa catarina xanaquia,0.81647444,1.0,1.0,False
caserio molar de arriba,caserio molar de arriba,0.99439985,1.0,1.0,False
salar de rio grande,salina de rio grande,0.5566453,0.92,1.0,False
rancho de gomas,gomas y mendiola,0.24217427,0.52,1.0,True
camataguita,camatiguita,0.9834614,0.91,1.0,False
los llanos de santiago,rio santiago,0.9966735,0.8,1.0,False
j prats,jaguel de maya,0.11115157,0.29,0.0,False
lomas de carrillo y larios y malpica,malpilca,0.968288,0.33,1.0,False
guichitona,guichilona,0.9952144,0.9,1.0,False
colonia enriquez,colonia elias,0.009579718,0.7,0.0,False
garcias,garcia,0.4716255,0.92,1.0,True
rio pequeno,rio ayodar,0.01741691,0.48,0.0,False
mesa de huejotitlan,mesa de cartujanos,0.0016470224,0.65,0.0,False
las casicas y vilerda,caserio las casicas y vilerda,0.9857099,1.0,1.0,False
ejido federico martinez manatou,ejido dr federico martinez manautou,0.9945811,0.94,1.0,False
rancho el sotol,rancho sonoreno,0.026912855,0.67,0.0,False
armintzako senadia,araminon,0.20567709,0.54,0.0,False
lacanja,lacanjah,0.21124433,0.93,1.0,True
isla de afuera,piritu de afuera,0.8028269,0.78,1.0,False
rio palo grande,san jose de pinos,0.005781866,0.31,0.0,False
barranca el organo,barranca el organo,0.9783008,1.0,1.0,False
caserio la cordillera,casa judio y moro,0.033143904,0.47,0.0,False
departamento de chical co,departamento de chical co,0.9961361,1.0,1.0,False
san martin,villar,0.67088526,0.25,1.0,False
tio tacho,estacion tinguindin,0.0037664105,0.5,0.0,False
provincia de orense,provincia dourense,0.9778782,0.92,1.0,False
boquilla,boquillas,0.7795757,0.94,1.0,False
julian adame alatorre,las moradas,0.45470643,0.19,1.0,True
cortijos del pozo del lobo,barrio pozo del camino,0.0031192002,0.53,0.0,False
rancho alamo,el alamo,0.42052972,0.77,1.0,True
cerro blanco rancho abundancia,cerro blanco,0.37534755,1.0,1.0,True
motul,motul,0.9975581,1.0,1.0,False
di na ji yue,tinaquillo,0.9037499,0.36,1.0,False
chuihuitan,santo domingo chihuitan,0.9565104,0.55,1.0,False
puerto choroguei,la canita,0.080005825,0.24,0.0,False
bailna,baquita,0.62588,0.62,0.0,True
chh,chihuahua,0.16514252,0.5,0.0,False
plateau de chiapas,levantamiento de chiapas,0.99232227,0.71,1.0,False
tumbiscatio de ruiz,tutitlan,0.0012777281,0.3,0.0,False
monte verde,santa lucia miahuatlan,0.03365407,0.18,0.0,False
arroyo prados,san julian de los prados,0.03873328,0.63,0.0,False
san isidro,xhita segundo,0.53359944,0.43,1.0,False
cerro mesa las yeguas,los coyotitos,0.017015975,0.29,0.0,False
punta pescaderos,estacion pescaderos,0.0011642595,0.77,0.0,False
desvio kilometro 1303,apeadero kilometro 1256,0.53837657,0.68,0.0,True
punta merceira,punta de aguete,0.873521,0.55,1.0,False
caserio chacon,casas chacon,0.9283429,0.77,1.0,False
santa maria,san fernando,0.0642213,0.43,1.0,True
nuevo san jose,el cien,0.5536015,0.29,0.0,True
san alberto department,departamento de san alberto,0.7803785,0.9,1.0,False
jayn,haeno,0.6549268,0.44,1.0,False
bajo de gallo,bajo caracoles,0.11624444,0.47,0.0,False
estero el ermitano,en sen na da,0.058473844,0.27,0.0,False
parada caa guazu,apeadero caa guazu,0.93324316,0.76,1.0,False
presa jose maria morelos,cerro el chiquiguitillo,0.07834366,0.26,0.0,False
matute,san martin,0.535871,0.38,0.0,True
sarrija,saria,0.7775502,0.83,1.0,False
congregacion de san pablo,rio la boquita,0.08446043,0.21,0.0,False
rio seco,rio seco,0.8109036,1.0,0.0,True
toro bueno,sierra del toro,0.071590185,0.57,0.0,False
raudal curucaru,raudal guaracara,0.98342603,0.77,1.0,False
estacion 20 de junio,estacion veinte de junio,0.98574674,0.92,1.0,False
cabo menorca,mendibil,0.015155677,0.3,0.0,False
santa maria totomoxtla,totomoxtla,0.999083,1.0,1.0,False
tarcanis,congregacion taracuan,0.14737633,0.41,0.0,False
aeropuerto de albacete,aeroporto di albacete,0.9910713,0.88,1.0,False
pinos,punta pinillos,0.00908706,0.53,0.0,False
villa cura brochero,villa corazon de maria,0.0046939505,0.44,0.0,False
ingenio rascon,ingenio rascon,0.9392267,1.0,1.0,False
cano angosturita,angel costodio,0.7689398,0.53,0.0,True
santa matilde,numero dos,0.1059524,0.17,0.0,False
escaleras,laguna ermitano,0.0016315816,0.25,0.0,False
rio castano,castano viejo,0.41070357,0.83,0.0,False
jurunguero,furunguero,0.99826574,0.9,1.0,False
estacion b bavio,barranqueras,0.042202428,0.29,0.0,False
francisco serrato san bartolo,tercera manzana francisco serrato,0.9037327,0.74,1.0,False
corcobado,el corcobado,0.979756,1.0,1.0,False
riva palacio,san andres riva palacio,0.86224866,1.0,1.0,False
sierra del merino,sierra del puerto,0.9588633,0.82,1.0,False
puerto los chigueis,cerro el venado,0.0040937504,0.24,0.0,False
rio bumbun,rio bombon,0.28065398,0.8,1.0,True
rio los fustes,san juan de mogotes,0.025950512,0.36,0.0,False
guachinanguillo,guachinaguillo,0.9831319,0.97,1.0,False
acuitzio del canje,acuitzio del canje,0.9998692,1.0,1.0,False
arroyo de vall de melons,vall del moli,0.19606583,0.59,1.0,True
aquiles serdan,francisco j santamaria cacao,0.005661779,0.33,0.0,False
ribas de mino,san andres,0.22508422,0.35,1.0,True
querol,caserio querol,0.9947232,1.0,1.0,False
rio dos muinos,rio los molinos,0.9955751,0.83,1.0,False
cerro ramada,la ji ya ka,0.1078108,0.35,0.0,False
san cristobal,praia de lobas,0.56692433,0.37,0.0,True
santa maria,isla santa marie,0.023717126,0.74,0.0,False
rancho la garita,la garita,0.9902408,1.0,1.0,False
san bartolome,otur,0.71590596,0.12,1.0,False
la carrasca,caserio la carrasca,0.49988586,1.0,0.0,False
punta limon,el limon de cuahuchichinola,0.00045500958,0.62,0.0,False
colonia agricola,colonia alta,0.73645794,0.79,0.0,True
arroyo nireco,arroyo de nereco,0.94703764,0.83,1.0,False
torreon,el toron,0.3524032,0.67,0.0,False
la vibora,rancho la vibora,0.76035756,1.0,0.0,True
cortijos de cantarrijan,cortijada cantarrijan,0.9624049,0.86,1.0,False
san jose de la cabeza,la cabeza,0.967866,1.0,1.0,False
santa teresa y san jeronimo,santa sofia,0.023129206,0.62,0.0,False
el jabali,arroyo el jabali,0.5551427,1.0,1.0,False
el barcares,gothische viertel,0.014485612,0.21,0.0,False
paramos de la alcarria,la alcarria,0.40053946,1.0,1.0,True
desvio general barros,riacho coronda,0.016939217,0.29,0.0,False
adolfo lopez mateos,kilometro ocho,0.1739141,0.3,0.0,False
calimaya diaz gonzalez,calimaya de diaz gonzalez,0.9971839,1.0,1.0,False
san martin,moreta,0.11583193,0.25,0.0,False
san jose piedras negras,san jose piedras negras,0.99870163,1.0,1.0,False
soquititlan,sierra de sonoyta,0.009076203,0.29,0.0,False
caserio el alamillo,cortijada el alami,0.006853628,0.59,0.0,False
sierra de la laja,rancherias,0.15914977,0.3,0.0,False
cortijo de las tiendas,caserio las suertes,0.0036933671,0.49,0.0,False
boca del rio,cofradia segunda,0.010502374,0.29,0.0,False
segunda seccion,pajonal,0.1912621,0.27,0.0,False
arroyo parada,el arroyon,0.48974016,0.61,1.0,True
rancho las pinas,pilas del sauz,0.004846757,0.33,0.0,False
portezuelo nireco,cerro codihue,0.009513432,0.33,0.0,False
las varas estacion babicora,babicora,0.999417,1.0,1.0,False
coacalco de berriozabal,coacalco,0.8784089,1.0,1.0,False
lo de campa,lo de avalos,0.011185703,0.7,0.0,False
rubino,caserio rubino,0.9685227,1.0,1.0,False
iguez,iguez,0.8814059,1.0,1.0,False
la lagrima,rancho la lagrima,0.9942985,1.0,1.0,False
rio amargosa,aman tepui,0.00015043654,0.45,0.0,False
canon el chiquihuitillo,jaral de berrio,0.03941906,0.26,0.0,False
gavilan,rio mire,0.045478784,0.13,0.0,False
alcampell,el campell,0.98353946,0.74,1.0,False
arbol,arbw,0.121098496,0.67,0.0,False
colorado,agua colorada,0.67647475,0.67,1.0,False
arrayan,estero santa marta,0.0065342053,0.4,0.0,False
los angeles,los angeles,0.97898555,1.0,0.0,True
salto de agu,rio del salto,0.04147892,0.64,0.0,False
cubhuitz,alan sacjun,0.003576547,0.21,0.0,False
sierra del escudo de cabuerniga,axkoeta escota,0.08365173,0.4,0.0,False
rincon de santa catarina,rancho rincon santa catarina,0.7021383,0.93,1.0,False
rincon piedra blanca,rincon de piedra blanca,0.9850294,1.0,1.0,False
santa perpetua de moguda,santa perpetua de mogoda,0.9751537,0.96,1.0,False
isla tortuga,ilha da tartaruga,0.661349,0.69,1.0,False
