name_1,name_2,prediction,label,error
las salinas,la salina,1.0,1.0,False
lazaro cardenas,baja malibu campo turistico,0.0,0.0,False
estacion canedo,el carrizo,0.0,0.0,False
rancho de gomas,gomas y mendiola,0.0,1.0,True
lagunas,la laguna,0.0,1.0,True
taxido,taxido,1.0,1.0,False
rio el alamo,rio agua caliente,0.0,0.0,False
arroyo de pantuenga,pantin,0.0,0.0,False
tuiriz,santa maria,1.0,1.0,False
rio boedo,bodegon,0.0,0.0,False
ejido heroes del desierto,heroes del desierto,1.0,1.0,False
tres cruces de carballo,tres cruces,1.0,1.0,False
idalgo,campo de restablecimiento nervideros,0.0,0.0,False
parroquia del salvador,playa la malvarrosa,0.0,0.0,False
atlihuetzia,santa maria aticpac,0.0,0.0,False
velez benandalla,rio velez,0.0,0.0,False
santiago,miltepec,1.0,1.0,False
sama,same,1.0,1.0,False
montzhuik,barrio montjuic,0.0,0.0,False
rio giloca,rio jerga,1.0,0.0,True
izucar,ixtaccihuatl,0.0,0.0,False
cap de tortosa,cabo tortosam,1.0,1.0,False
ba lu ai luo de sang tu liang,barruecopardo,1.0,0.0,True
canada las vallas,los perez,0.0,0.0,False
rancho el huacomea,cuacoymea,1.0,1.0,False
jesus maria,jesus maria,1.0,0.0,True
la calzada de calatrava,barriada la caleta guardia,0.0,0.0,False
mulege,rio mulatos,0.0,0.0,False
nicolas,san nicolas,1.0,1.0,False
san jose,san jose,1.0,1.0,False
orio,asturiasko printzerria,0.0,0.0,False
montanes,don sebastian,0.0,0.0,False
zapoqui,los pajaros,0.0,0.0,False
tepahui,las tortolitas,0.0,1.0,True
viris,birgaragoien,0.0,0.0,False
el carrizo,cordon el tubito,1.0,1.0,False
tortuga,rancho las tortolas,0.0,0.0,False
cienaga prieta,rancheria cienega del guacayvo,0.0,0.0,False
el aguila,las playitas,0.0,0.0,False
pikos de ehuropa,rio grande,0.0,0.0,False
ciudad bravos,chilpancingo de los bravos,1.0,1.0,False
pedro jose mendez,pedro jose mendez,1.0,1.0,False
la huerfana,la joya,1.0,0.0,True
latzuvia,adra,1.0,0.0,True
la pena azul,penas largas,0.0,0.0,False
caserio el guijillo,el guijillo,1.0,1.0,False
rancho el cerrito,canada honda,0.0,0.0,False
los goros,rancho los gonzales,0.0,0.0,False
lazaro cardenas,zamorino,0.0,0.0,False
santa maria,san agustin canoillas,0.0,0.0,False
granadella,la granadella,1.0,1.0,False
san jose de pinos,el gigante,0.0,0.0,False
ejido enriquez,yaniz,0.0,0.0,False
rio cosoltepec,cozoaltepec,1.0,0.0,True
zaragoza,zaragoza segunda seccion,1.0,1.0,False
el marques,el marques,1.0,1.0,False
santa maria del pino,santa maria daxtho,0.0,1.0,True
caserio bonayre,boltanja,0.0,0.0,False
varas,vacas,0.0,1.0,True
ostuta,rio ostuta,1.0,1.0,False
tortugas,la tortuga,1.0,0.0,True
san lorenzo de el escorial,panta de sant llorenc,0.0,0.0,False
zona arqueologica xlapak,zona arqueologica labna,1.0,0.0,True
microondas ignacio galindo,sayaveda,0.0,0.0,False
orizaba,orisaba,1.0,1.0,False
el veracruz,presa venustiano carranza,0.0,0.0,False
nalua maria,nacheha,1.0,0.0,True
la pinguica,san bartolo pinal,0.0,0.0,False
punta de moras,punta de moras,1.0,1.0,False
caiman,rancho el caido,0.0,0.0,False
uleza da monsarrat,olesa de monserrat,1.0,1.0,False
san miguel suchixtepec,san miguel,1.0,0.0,True
tierra de bueyes,tumbiscatio,0.0,0.0,False
el pachon,el pachon,1.0,1.0,False
ku lie la,cullar baza,0.0,0.0,False
el ojo frio,las juntas,0.0,0.0,False
la bajada del monte,bajio de coyotes,0.0,0.0,False
potrero de alcantara,potrero de alcantar,1.0,1.0,False
teococuilco,san pedro,0.0,1.0,True
bear valley mountains,sierra del pajarito,0.0,0.0,False
caserio la marana,malla,0.0,0.0,False
gurachic de abajo,guerachi de abajo,1.0,1.0,False
luis cardenas,paraiso la reforma,0.0,0.0,False
los abades,caserio los abades,1.0,1.0,False
carrizal,arroyo del carrizal uno,0.0,1.0,True
amatitlan de azueta,amatitlan,1.0,0.0,True
rio voltoya,barranco de las valls vola,0.0,0.0,False
san joaquin de las flores,san joaquin,0.0,0.0,False
rancho setiapachic,sesbama,0.0,0.0,False
arroyo de brijan,cerro del brezalon,0.0,0.0,False
el porvenir,el porvenir de velasco suarez,1.0,0.0,True
arroyo del bodion chico,barranco bodion chico,1.0,1.0,False
la penita,rancho la pena,0.0,0.0,False
rio perazanca,rio perazancas,1.0,1.0,False
cerro del chilicote,cerro chilicote,1.0,0.0,True
licenciado francisco trujillo gurria,francisco trujillo gurria,1.0,1.0,False
agua fria,agua fria,1.0,1.0,False
mosqueroles,mosqueruelas,1.0,1.0,False
temores,temoris,1.0,1.0,False
limon,limon,1.0,1.0,False
islote rabion,islote de rabion de artedo,1.0,1.0,False
arroyo canada de gato,arroyo canada de gato,1.0,1.0,False
xocempich,xocheila,1.0,0.0,True
caserio los madriles,caserio los madriles,1.0,0.0,True
javier rojo gomez,ejido javier rojo gomez,1.0,1.0,False
moralekha,blasynthya,0.0,0.0,False
ejido nacionalista de sanchez taboada,laguna juarez,0.0,0.0,False
zaragoza,saragoca,1.0,1.0,False
castello,ka si te li weng de la pu la na,1.0,1.0,False
san sebastian xhala,jose maria morelos,0.0,0.0,False
penasquitos,los penasquitos,0.0,1.0,True
plan de las liebres,plan de las libres,1.0,1.0,False
rio alamar,el alamar,1.0,1.0,False
moncloa argueelles,moncloa arguelles,1.0,1.0,False
caserio esclet,caserio de esclet,1.0,1.0,False
pilliguije,colon del norte,0.0,0.0,False
rancho san jose,san jose,0.0,0.0,False
caserio mases y tamboril,masenga sellon,0.0,0.0,False
apipilhuasco,santa maria,0.0,1.0,True
san martin,san martin,1.0,1.0,False
caen,caes,1.0,1.0,False
rio sestin,rio de oro,0.0,1.0,True
leniz valley,rio leuquelle,0.0,0.0,False
cunduacan,cumbres de aquila,0.0,0.0,False
gorgullos,santa eulalia,1.0,1.0,False
conzumel,san miguel cozumel,1.0,0.0,True
estero tres encinos,rio tres encinos,1.0,1.0,False
san jose quianitas,tlahuilotepec,0.0,0.0,False
el capulin,rancho el capukin,1.0,0.0,True
cerro mamijaqui,babojori,1.0,1.0,False
caserio pedro munoz,caserio pedrollen,0.0,0.0,False
teosotlan,tezoatlan,0.0,1.0,True
la cruz del palmar,cruz de palmar,1.0,1.0,False
congregacion llano de enmedio,san martin,0.0,0.0,False
jahuacta,januactal,1.0,1.0,False
diaz marcos,el bari segunda seccion,0.0,0.0,False
san ignacio,san ygnacio,1.0,0.0,True
huasacana,laguna de huapango,0.0,0.0,False
caya,coya,0.0,1.0,True
barranca honda,canada la caballada,0.0,0.0,False
cheje,cheje,1.0,1.0,False
sacrificio el serrucho,campo rebeca,0.0,0.0,False
veinat de sant llorenc,veinat de montroig,0.0,0.0,False
rancho guamuchil,el guamuehil,1.0,1.0,False
el balcon,el balcon,1.0,1.0,False
navalacan,navalcan,1.0,1.0,False
hondon de los frailes,hwndwn d lws frayls,0.0,1.0,True
la pobla de mafumet,pobla de mafumet,1.0,1.0,False
punta mongrove,punta mangrove,1.0,1.0,False
atalaya,caserio la atalaya,1.0,1.0,False
manganeses,san tirso,0.0,0.0,False
san jose chiltepec,san jose las chicharras,0.0,0.0,False
punta de la ninera,col de lindus,0.0,0.0,False
caserio arquillos el viejo,arquillos el viejo,1.0,1.0,False
santa marta de magasca,santa maria,1.0,1.0,False
el capulin,rio la hacienda,0.0,0.0,False
rio tizapan,tizapan,1.0,1.0,False
berredo,rio bernesga,0.0,0.0,False
estacion de microondas caduano,san jose el viejo,0.0,0.0,False
san alvaro,san agustin,0.0,0.0,False
black warrior lagoon,laguna san jose,0.0,1.0,True
rio tecoripa,rio techorichic,0.0,0.0,False
san miguel de la michilia,rio mezquitic,0.0,0.0,False
guialana,guevea de humbolt,0.0,0.0,False
arroyo grande,oxtitan,0.0,0.0,False
los alamos,los alamos,1.0,1.0,False
jose maria morelos,bahia chipehua,0.0,0.0,False
gomera,rancho gomera de arriba,1.0,1.0,False
benalua,caserio barrio arroyo,0.0,0.0,False
santiago miahuatlan,santiago matatlan,1.0,0.0,True
canon del alamo,canon del alamo,1.0,1.0,False
la purisima,rancho la purisima,1.0,1.0,False
sierra de la pesga,sierra de pinajarro,0.0,1.0,True
pico de bacanera,acue,0.0,0.0,False
cordova,kordoba,1.0,0.0,True
rio ixtapa,rio de ixtapa,1.0,1.0,False
san jose la pradera,san jose la pradera,1.0,1.0,False
canon la escondida,canon la escondida,1.0,1.0,False
teusisapan,teucizapan,1.0,1.0,False
abuzaderas,caserio abuzadevas,1.0,1.0,False
golfo de mexico,mexico,1.0,0.0,True
vilafermosa,rio villahermosa,1.0,0.0,True
jacales,el crucero de jacales,1.0,1.0,False
el credito,el credito,1.0,1.0,False
caserio can prats,canoves i samalus,0.0,0.0,False
el ocote de nuno,el obispo,1.0,0.0,True
lac redon,lac tort de rius,1.0,0.0,True
santa maria,labacengos,0.0,1.0,True
el limon,el limon de tellaeche,0.0,1.0,True
viljadego,kan bo zhen,0.0,0.0,False
caserio pena del hierro,penas de hierro,1.0,1.0,False
castanares de rioja,punta castanal,0.0,0.0,False
peralta,caserio de la peraleja,0.0,0.0,False
seccion cobeno,cerro cobachi,0.0,0.0,False
rio montesa,rambla canoles,0.0,0.0,False
rio quetzalapa,qro,0.0,0.0,False
caserio los manzanos,caserio los manzanos,1.0,1.0,False
aller,ba er de si,0.0,0.0,False
el cascajal,lucio blanco,0.0,1.0,True
caserio nonihay,caserio nonihay,1.0,1.0,False
el cajon,rancho el cajon,1.0,0.0,True
santa sofia,colonia santa rosa,0.0,0.0,False
rancho las norias,norias,1.0,1.0,False
san jose de la ordena,la ordena dos,0.0,0.0,False
laguna de chicuas,chimal,0.0,0.0,False
limon,el limon de carranza,1.0,0.0,True
tercera seccion,tercera seccion,1.0,1.0,False
tanque mexico,mina de mexico,1.0,0.0,True
san jose grande,san jose tzacan,0.0,0.0,False
presa jose maria morelos,rio el rincon,0.0,0.0,False
nueva italia de ruiz,nueva italia,0.0,1.0,True
montana el chinyero,caserio el chicamo,0.0,0.0,False
distrito chamartin,chamartin de la rosa,0.0,1.0,True
guisigui,guisigui,1.0,1.0,False
tlatecahuaca,tepetitlan,0.0,0.0,False
jose maria morelos,tintalillo,0.0,1.0,True
sierra del pajarito,santa rita,0.0,0.0,False
ciudad juarez centro,colonia zona centro,1.0,1.0,False
san juan charique,san juan progreso,0.0,1.0,True
el colorado,colorado de arriba,0.0,1.0,True
division del norte,crucero,0.0,1.0,True
contitlan,estacion consuelo,0.0,0.0,False
barranco del campillo de melida,campillo de aragon,1.0,0.0,True
chenkuo,chenku,0.0,1.0,True
yalchitan,yalchitan,1.0,1.0,False
santa rosa,hidroelectrica manuel m dieguez,0.0,1.0,True
bordo lazaro cardenas,zona arqueologica los palacios,0.0,0.0,False
campo sesenta y uno y medio,campo cincuenta y nueve,0.0,0.0,False
pinnacle point,punta pinaculo,0.0,1.0,True
tequisquiapam,magdalena tequistlan,0.0,0.0,False
paixaxe,payxan,0.0,1.0,True
potrerillo,potrerillos,1.0,1.0,False
santa ana zicatecoyan,santa ana,1.0,0.0,True
el grao de mahon,mahon,0.0,0.0,False
pastor rovaix,pozo duro,0.0,0.0,False
san pedro taviche,san pedro,1.0,1.0,False
canada san juan,canada los pocitos,0.0,0.0,False
rio abejon,abehaleu,0.0,0.0,False
ciudad puruandiro,puruandiro de calderon,0.0,1.0,True
kanchechen,san andres,0.0,0.0,False
el refugio de los sauces,san agustin,0.0,0.0,False
enmedio,rajisochi,1.0,0.0,True
rancho san jeronimo,san jeronimo,1.0,1.0,False
san jose del refugio,el muegano,0.0,1.0,True
miguel hidalgo primera seccion,primera seccion,0.0,1.0,True
rancho vinedos alamo paila,alamo de paila,1.0,1.0,False
la laborcita,labor,0.0,0.0,False
cerro yuku nuu kuau,yuvi taandoo,0.0,0.0,False
macuna,mactum,0.0,0.0,False
las higueras,la higuera,0.0,1.0,True
los charcos,caserio los charcos,1.0,1.0,False
rancho el relampago,registro,0.0,0.0,False
cabo middleton,cabo chato,0.0,1.0,True
xoconoxtle el grande,san jose de tenita,0.0,0.0,False
las cenizas,cebollas,0.0,0.0,False
barranca el cajon,el cajon,1.0,1.0,False
arachitanguio,estacion arados,0.0,0.0,False
mendioroz,mendixur mendijur,0.0,0.0,False
pena grande,penyagolosa,0.0,0.0,False
santa catarina,santa catarina montano,1.0,0.0,True
rio de santa cruz,canon santa cruz,1.0,0.0,True
pizanderan,pinzandaran,1.0,1.0,False
rio zaragoza,nuevo,0.0,0.0,False
zabalsa,estacion zavalza,1.0,1.0,False
los anejos,los anejos,1.0,1.0,False
cerro gavilan,rio paso lima,0.0,0.0,False
anka,buger,0.0,0.0,False
cerro picacho,cerro del picacho,1.0,1.0,False
rio el zape,rio zape,1.0,1.0,False
jalahui,san juan jalahui,1.0,1.0,False
san jeronimo ocotitlan,ocotitlan,1.0,1.0,False
caracuaro de morelos,rancho carabonola,0.0,0.0,False
caserio la toba,la tallada,0.0,0.0,False
santa clara de cienagas,santa clara de cienagas,1.0,1.0,False
ignacio gutierrez gomez,reyes hernandez segunda seccion,0.0,0.0,False
bajucu,bajuco,1.0,1.0,False
cabaneiro,cabaninas,1.0,0.0,True
brejucal,baxte,0.0,0.0,False
algodones,oribe alba,0.0,0.0,False
san cristobal,monte jabalon,1.0,0.0,True
pico de oro cuarta seccion,pejelagarterito,0.0,1.0,True
las juntas de azuchi,rincon de los curieles,0.0,0.0,False
concepcion,la concepcion,1.0,0.0,True
rio alahuistlan,atlahuixtlan,1.0,0.0,True
pacios,oza de los rios,0.0,0.0,False
rio atoyac,rio atoyac san jeronimo,0.0,1.0,True
palmas,las norias,0.0,0.0,False
rio indusi,masia de las incosas,0.0,0.0,False
la pionilla,estacion pimienta,0.0,0.0,False
cillarrena,xi feng te si,0.0,0.0,False
ciudad miguel alaman,sjudad mendosa,0.0,0.0,False
casa la acena,casa de la acena,1.0,1.0,False
guia de gran canaria,guia,0.0,1.0,True
caserio dels llivis,masia dels llivis,1.0,1.0,False
ensenada xago,ensenada xago,1.0,1.0,False
caserio el pozo del cabo,el posito,0.0,0.0,False
embassament de sant llorenc de montgai,san lorentzo,0.0,0.0,False
caserio pusa,purchena,0.0,0.0,False
espirito santo,espiritu,1.0,0.0,True
punta de senocozulua,porto sani,0.0,0.0,False
la canada,rancho la canada,1.0,1.0,False
pena grande,barrio pena grande,1.0,1.0,False
la lumbrera,cieneguilla de licenciados,1.0,0.0,True
coapa,arroyo coapan,1.0,1.0,False
gabriel ramos millan,poblado diez,0.0,0.0,False
el alcomun,el alamo bonito,1.0,0.0,True
el collau,el collau,1.0,1.0,False
rancho buenos aires,tomatlan,0.0,0.0,False
la boquilla,boquilla,1.0,0.0,True
cerro penon del rosario,rio penoles,0.0,0.0,False
gargantos,rio de las gargantas,0.0,0.0,False
seccion sabinal,seccion sabinal,1.0,1.0,False
canon la chava,canon la chiva,1.0,1.0,False
no te buygas,no te bullas,1.0,1.0,False
la concepcion nueva,concepcion,1.0,1.0,False
rio tutuaca,rio tutuaco,1.0,1.0,False
rio verde,la purisima,0.0,0.0,False
rio de belem,rio verde grande de belem,1.0,1.0,False
caserio las habillas,caserio las gorgollitas,0.0,0.0,False
cueva,cuevas,0.0,1.0,True
playa de benitez,benisano,0.0,0.0,False
calerilla de tula,calerilla,0.0,1.0,True
la cienega de alvidres,la cienega de alvidres,1.0,1.0,False
santa maria,santa maria,1.0,1.0,False
caserio almendro,almendraleju,0.0,0.0,False
pilas,las pilas,1.0,1.0,False
alpatlahuac san pedro alpatlahuac,alpatlahuac,1.0,1.0,False
canon de lobos,canon lobos,1.0,1.0,False
san jose estancia grande,san jose,1.0,1.0,False
san jose del alamo,san jose del alamo,1.0,1.0,False
punta de yaxquin,punta yaxquin,1.0,1.0,False
ilarratza,ilarraza,1.0,1.0,False
mano de leon,rio las truchas,0.0,0.0,False
esterri de aneu,esterri de aneo,1.0,1.0,False
tlapaltitlan,santa ana,0.0,1.0,True
el alamo,el alamo,1.0,0.0,True
las palmas,las borregas,1.0,0.0,True
darsena de poniente,colonia de santa eulalia,0.0,0.0,False
el coyul,la estancita,0.0,0.0,False
rio calamantio,calahorra,0.0,0.0,False
boquilla de rio verde,boqueron,0.0,0.0,False
el maye,el fitzi,0.0,1.0,True
casa blanca,casablanca,1.0,0.0,True
san jeronimo,san geronimo,1.0,0.0,True
calera de los chaves,calderon,0.0,0.0,False
rio de chacmuchuch,laguna las blancas,0.0,1.0,True
pomona segunda seccion,segunda seccion,1.0,1.0,False
los rodriguez,congregacion rodriguez,1.0,1.0,False
resbalon,el resbalon,1.0,1.0,False
santo tomas tamazulapam,portillo,1.0,0.0,True
oliva de merida,ao li wa de mei li da,1.0,1.0,False
la ordena,san rosendo,0.0,0.0,False
rancho canoitas,rancho canoitas,1.0,1.0,False
barron,el barron,1.0,1.0,False
los encinos bernal,encinos,0.0,0.0,False
lo de campa,lo de avalos,0.0,0.0,False
higuerillas,las higuerillas,1.0,1.0,False
estacion lampacitos,estacion lampacitos,1.0,1.0,False
arroyo de san joaquin,san joaquin,1.0,0.0,True
el jazmin,jazmin,1.0,1.0,False
el paraiso,chimaliquin de en medio,1.0,0.0,True
canada los capulines,los capulines,1.0,1.0,False
yohaltun,yohaltun,1.0,1.0,False
yjw,penonori,0.0,0.0,False
arroyo xuchitl,cerro copalita,0.0,0.0,False
pueblo nuevo de las raices,victor fernandez manero 1ra seccion,1.0,0.0,True
cerrito,changala,0.0,0.0,False
carrizal de pinzon,carrizal,0.0,1.0,True
rincon de esmeraldas,rincon de esmeralda,1.0,1.0,False
rio mocorito,mochibampo,0.0,0.0,False
silva sanchez,san andres,0.0,0.0,False
boca del espino,el espino,1.0,1.0,False
puerto marques,laguna del marques,1.0,0.0,True
santa maria,san martin,0.0,0.0,False
santa gertrudis cozoltepec,cosolapa,0.0,0.0,False
san matias,san jose de la cruz,1.0,0.0,True
preson de gutierrez,gupitare,0.0,0.0,False
cuevas del baico,cucharetas,0.0,0.0,False
jianipilas,jiquipilla,0.0,1.0,True
bustamante,bustamente,1.0,1.0,False
morro sur,roca sur,0.0,1.0,True
las palmas,la palma,1.0,0.0,True
casas de la gorda,casa de ibanez,0.0,0.0,False
puerto de san agustin,jaguey colorado,0.0,0.0,False
juana maria,rancho juana maria,1.0,1.0,False
cerro tetas de coyuca,paps of coyuca,1.0,1.0,False
dondoncilla,caserio dondoncilla,1.0,1.0,False
jaltemba,jalpa de canovas,0.0,0.0,False
el progreso,el tejaban,0.0,1.0,True
avinyonet,avinyonet del penedes,1.0,1.0,False
colonia nueva santa maria,la nueva santa maria,1.0,1.0,False
el brasil,el botin,0.0,0.0,False
santa maria,santa maria,1.0,1.0,False
barranca la brena,barranca la brena,1.0,1.0,False
magdalena,magdalena mixtepec,0.0,0.0,False
sierra de ojen,sierra de nuestra senora de la luz,1.0,1.0,False
rio az,rio az,1.0,1.0,False
la garrucha,garrovillas de alconetar,0.0,0.0,False
rio la sauceda,el capulin,0.0,0.0,False
puerto san bernave,rancho el puerto san bernabe,0.0,1.0,True
el higueron,manantiales,0.0,1.0,True
el zacaton,zacaton,1.0,1.0,False
rio canas,rancho canas,1.0,0.0,True
san jorge,el zanjon,1.0,0.0,True
reserva de la biosfera el pinacate,ejido luis encinas jhonson,0.0,0.0,False
rancho gavilan,rancho gavilan,1.0,1.0,False
estacion de lacalahorra,estacion de illora lachar,0.0,0.0,False
matancitas viejo,matancita,0.0,0.0,False
rancho aguacaliente de pena,adolfo ruiz cortinez providencia,0.0,0.0,False
los banos,barranca los banos,1.0,1.0,False
delicias del plan grande,el guanabaro,1.0,0.0,True
st urba de vilaller,centro politecnico superior de la universidad de zaragoza,0.0,0.0,False
seville airport,flughafen madrid torrejon,0.0,0.0,False
rio quetzalapa,rio quetzalapa,1.0,1.0,False
ka si te li weng de la pu la na,cdt,0.0,1.0,True
tepalcates,rio surutato,0.0,0.0,False
cerro pelon,san jose zamarripa,0.0,0.0,False
banos de abajo,rancheria banos de abajo,1.0,1.0,False
arroyo maconi,los pinones,0.0,0.0,False
timucuy,titlepequillo,0.0,0.0,False
villacondide,santos cosme y damian de villacondide,1.0,1.0,False
aguacatlan,ahuacate,0.0,0.0,False
ejido otilio montano,ejido otilio montano,1.0,1.0,False
nopalera,nombre de dios,0.0,0.0,False
la ordena de parajes,la hornena,1.0,0.0,True
la pastoria,la pastoria,1.0,1.0,False
alvarez,familia reyes ejido culiacan parcela tres,0.0,0.0,False
san jose,san jose de alamitos,0.0,1.0,True
fondeadero de los terreros,cala de terreros,1.0,1.0,False
masias malla,malla,1.0,1.0,False
el carmen de trancas,el carmen,1.0,1.0,False
barrio del principe alfonso,aeropuerto de castellon costa azahar,0.0,0.0,False
las viejas mayas,la victoria,0.0,0.0,False
solis,ex hacienda de solis,1.0,0.0,True
kancabchen,kankab chen,1.0,1.0,False
caserio can prats,can prats,1.0,1.0,False
meljana,meng ka da,0.0,0.0,False
swn syrfyra,son rapina,0.0,0.0,False
las casas,caserio rinconada,0.0,0.0,False
pele,cerro pelado,0.0,0.0,False
ampliacion pancho villa,alvaro obregon,0.0,0.0,False
majadas,mojada,1.0,1.0,False
san gabriel azteca,gabriel azteca,1.0,1.0,False
san jeronimo,san geronimo,1.0,1.0,False
zuaztoy de azpilcueta,zuhatzu,0.0,0.0,False
hermenegildo galeana primera seccion,hermenegildo galeana primera seccion,1.0,1.0,False
casa orilla del rio,casa orilla del rio,1.0,1.0,False
vasquez gomez,estacion vaquero,0.0,0.0,False
labor aguilera,laborcitas,1.0,0.0,True
tecuanin,el tecuan,1.0,0.0,True
mineral del refugio,el maguey,1.0,1.0,False
rancho el represo jalen,represito,1.0,0.0,True
alkhaurin de la torre,arenas,0.0,0.0,False
reyes,los reyes,1.0,1.0,False
rio el carrizal,navio,0.0,0.0,False
santa catarina cuanana,santa catarina cuanana,1.0,1.0,False
poanas,arroyo la rinconada,0.0,0.0,False
rio huacapa,huacapa,1.0,1.0,False
rincon de centeno,rincon de centeno,1.0,1.0,False
caserio valmanya,caserio valmanya,1.0,1.0,False
comitan,comitan de dominguez,0.0,1.0,True
rabos,rabos,1.0,1.0,False
siete aguas,caserio y banos de sierra alhamilla,0.0,0.0,False
rio ayutla,ayutla,1.0,1.0,False
rio la luna,canguijuindo,0.0,0.0,False
rio almagre,el almagre,1.0,1.0,False
el bandolon,cerrito de los chavez,0.0,0.0,False
cordon el sotolar,cerros el sotolar,1.0,1.0,False
quiane,santa catarina quiane,1.0,1.0,False
punta falcoeiro,faidu,1.0,0.0,True
san pedro,rio trimaz,1.0,0.0,True
rancho el bano,el bano,0.0,1.0,True
venta uribe de juarez,san jose chepetlan,0.0,0.0,False
avaleno,arroyo verde,0.0,0.0,False
umuri,muri,1.0,1.0,False
arroyo de papurin,rio papigochic,0.0,0.0,False
ejido chiapas 2,ejido chiapas numero dos,1.0,1.0,False
san luis tehuizotla,san luis,0.0,1.0,True
cerro el masigui,la cienegueita,0.0,0.0,False
el alacran,el guayabo,1.0,1.0,False
pozo de la higuera,casas del pozo blanco,0.0,0.0,False
el vergel,verjel,1.0,1.0,False
matilla de los canos del rio,matilla de los canos del rio,1.0,1.0,False
san jose,san jose de pedrero,0.0,1.0,True
mexteno,rancho la mextena,0.0,1.0,True
rio hondo,asuncion lachixonase,0.0,1.0,True
taxadho,banganoho,0.0,0.0,False
ojo de agua,tupitana,0.0,0.0,False
santa maria,santa maria temaxcalapa,0.0,1.0,True
coapeche,coapanche,1.0,1.0,False
presidio de arriba,sierra el presidio,0.0,0.0,False
fadiban,fadiban,1.0,1.0,False
rio abioncillo,rio de muriels,1.0,1.0,False
paija,paija,1.0,1.0,False
cordon el sombrero,santa barbara,0.0,0.0,False
magdalena teitipac,magdalena teitipal,1.0,1.0,False
palma,la isla de san miguel de la palma,1.0,1.0,False
represa el tintero,el tintero,1.0,1.0,False
san jose oriente,san jose,0.0,0.0,False
rifrio,san miguel,0.0,1.0,True
punta eugenia,punta de santa eugenia,1.0,1.0,False
arroyo hondo,xolixochitl,0.0,1.0,True
bagresito,rio de badiraguato,0.0,0.0,False
gomez,estacion otumba,0.0,0.0,False
pinola,arroyo las prenadas,0.0,0.0,False
moron,moron de la frontera,0.0,1.0,True
orellan,orduna,0.0,0.0,False
arroyo de valdeladron,arroyo de valdeladron,1.0,1.0,False
la pila,las pilas,0.0,1.0,True
argomaiz,argemil,0.0,0.0,False
san jose pueblo viejo,arroyo suchil,0.0,0.0,False
rio de la meson,bei la er ka sa er,0.0,0.0,False
salinas,san pedro salinas,1.0,1.0,False
ex hacienda alferez,alferez,1.0,1.0,False
etat de campeche,bahia de campeche,1.0,0.0,True
lacandon,rio ashipa,0.0,0.0,False
la lamina,la lamina,1.0,1.0,False
licenciado luis echeverria alvarez,luis echeverria,0.0,1.0,True
el sifon villa nueva,el sifon villa nueva,1.0,1.0,False
caserio batan,el batan,1.0,1.0,False
el gueeriguito,el gueriguito,1.0,1.0,False
busani,llano blanco,0.0,0.0,False
mege,las emes,0.0,1.0,True
la mision,la mision,1.0,1.0,False
yoricostio,oricostio,1.0,1.0,False
punta campana,punta campana,1.0,1.0,False
instituto del fondo nacional de la vivienda para los trabajadores fidel velazquez sanchez,infonavit fidel velazquez sanchez,1.0,1.0,False
bules,bajio de bueyes,0.0,0.0,False
cienega,cienega,1.0,1.0,False
el sauz,el sauz,1.0,1.0,False
san jose de ornelas,san jose de omelas,1.0,1.0,False
coacoyula,coacoyula de alvarez,0.0,1.0,True
rancho media luna,la media luna,1.0,1.0,False
maguiras,maguiras,1.0,0.0,True
palos marias,coahuayana de hidalgo,0.0,0.0,False
el carino,carino,1.0,1.0,False
bahia san juanito,laguna de san gregorio,0.0,0.0,False
punta rania,punta roma,0.0,1.0,True
las quintanas,rancho el rosario,1.0,1.0,False
san andres,ramos millan,0.0,0.0,False
sierra de irta,montana grosa,0.0,1.0,True
hoya san cristobal,barranca san juan,0.0,0.0,False
santo domingo tecuantepec,shomege,0.0,0.0,False
albania,avinyonet,0.0,0.0,False
potrerillos,potrerillo,1.0,1.0,False
gamonal de riopico,gamonal de riopico,1.0,1.0,False
cerro el gallo,cerro del gallo,1.0,1.0,False
tercera seccion,tercera seccion,1.0,1.0,False
flughafen alicante elche,marq museo arqueologico,0.0,0.0,False
arroyo del quejigueron,caserio quebradas,0.0,0.0,False
kancabchen,santa kancabchen molina,0.0,1.0,True
medano,el puerto de la palma,0.0,0.0,False
liu ke ma huo er,ywtshmaywr,0.0,1.0,True
campo batopito,rio batopilas,0.0,0.0,False
san andres de jalpa,el palenque,0.0,0.0,False
santa maria totomoxtla,santa maria totolapilla,0.0,0.0,False
jesus sanzon flores,jesus sanson flores,1.0,1.0,False
cerro del tablon,buenavista,0.0,1.0,True
crisostomos,crisostomos,1.0,1.0,False
san joaquin,allende bajo primera seccion,0.0,1.0,True
patastal primera seccion,patastal primera seccion,1.0,1.0,False
barranca el canon,ahuexotitlan,0.0,0.0,False
ba la ge er,barage,0.0,1.0,True
rio de paron,rio de paron,1.0,1.0,False
santa maria nativitas,rio naranjo,0.0,0.0,False
el azulejo,azulejos,1.0,1.0,False
faustino,faustinos,1.0,1.0,False
canon el chorro,canon del chorro,1.0,1.0,False
villafale,villaestremeri,0.0,0.0,False
punta burro,punta gueixol,1.0,1.0,False
penitas,penitas,1.0,1.0,False
el bergueda,el bergueda,1.0,1.0,False
yextla,yevavito,0.0,0.0,False
ibon respomoso,ibon de respumoso,1.0,1.0,False
san pedro,san martin,0.0,0.0,False
el limoncito,legueito,1.0,0.0,True
